  8000.0    25.057    25.034    23.109 -0.052675 -0.095531 -0.022366
  9000.0    25.023    25.015    23.059 -0.051213 -0.086401 -0.011039
 10000.0    24.993    24.979     23.02 -0.056497 -0.080426 -0.023823
 12000.0     24.93    24.909    22.943 -0.041526 -0.083396 -0.021523
