6000    255         18.056    45.864    20.454    89.622    108.58    90.323
8000    265         17.992    45.808    20.381      89.6    108.48    90.346
7000    250         18.015    45.795    20.408    89.594     108.6    90.343
7000    265         18.022    45.867    20.409     89.67    108.43    90.295
4000    255          18.14    45.979    20.549    89.627    108.69    90.321
6000    260         18.062    45.897    20.461    89.595    108.55    90.357
4000    235         18.112      45.9    20.524    89.608    108.76    90.344
6000    245         18.044    45.827    20.446    89.606    108.64    90.343
8000    275         17.999    45.847    20.384    89.626    108.39    90.321
4000    245         18.127    45.938    20.538    89.608    108.73    90.345
8000    270         17.996    45.825    20.382     89.61    108.44     90.34
7000    270         18.035    45.875    20.425    89.623    108.47    90.328
4000    240         18.122    45.922    20.535    89.615    108.77    90.339
8000    260         17.988    45.785    20.374    89.602    108.48    90.336
6000    250         18.052    45.849    20.455    89.602    108.63    90.339
7000    255         18.019    45.815    20.413    89.599    108.55    90.341
4000    250         18.135    45.959    20.546    89.621    108.72    90.327
7000    260         18.026    45.834    20.417    89.604    108.54    90.346
8000    255          17.98    45.775    20.367    89.596    108.49     90.34
6000    265         18.069    45.904    20.468    89.618    108.57    90.325
