0.0400 0.0023863649999999997
0.0425 0.0015583225000000002
0.0450 0.00133078
0.0475 0.0011579474999999998
0.0500 0.0010239175000000002
0.0525 0.0009169199999999999
0.0550 0.0008317400000000002
0.0575 0.0007634299999999998
0.0600 0.0007055125000000001
0.0625 0.0006553749999999998
0.0650 0.0006113875000000002
0.0675 0.0005740050000000002
0.0700 0.0005486724999999999
0.0725 0.0005290799999999999
0.0750 0.0005269125
0.0775 0.0005447825000000001
0.0800 0.0006079599999999998
0.0825 0.0007394124999999989
0.0850 0.0010090549999999996
0.0875 0.0015300300000000004
0.0900 0.0025038174999999995
0.0925 0.004178630000000004
0.0950 0.006847304999999988
0.0975 0.0105557475
0.1000 0.015083437500000001
