  2000.0    20.132    20.157    20.847  0.024126 -0.057713  0.023646
  2500.0     20.11    20.137    20.789  0.023658 -0.060048  0.029648
  3000.0    20.088    20.114    20.744   0.03043 -0.058771  0.023355
  4000.0    20.046    20.076    20.651   0.02767 -0.056336   0.02315
  5000.0    20.004    20.036    20.578  0.034788 -0.057693  0.020476
  6000.0    19.963    19.995    20.507  0.033316 -0.057038  0.021371
  7000.0    19.926    19.956    20.448  0.035624 -0.058758  0.021633
