10000   290         49.958    24.966    23.001      90.0      90.0      90.0
8000    265         50.001    24.987    23.033      90.0      90.0      90.0
12000   290         49.838    24.904    22.923      90.0      90.0      90.0
9000    260         49.912    24.943    22.985      90.0      90.0      90.0
9000    280         49.991    24.982    23.021      90.0      90.0      90.0
12000   300         49.871    24.922    22.941      90.0      90.0      90.0
10000   280         49.929    24.951    22.983      90.0      90.0      90.0
9000    270          49.95     24.96    23.002      90.0      90.0      90.0
10000   270         49.897    24.935    22.966      90.0      90.0      90.0
8000    275         50.033    25.004    23.054      90.0      90.0      90.0
12000   280         49.805    24.888    22.906      90.0      90.0      90.0
10000   285         49.946    24.958    22.992      90.0      90.0      90.0
9000    275         49.972    24.972    23.013      90.0      90.0      90.0
12000   285         49.821    24.898    22.914      90.0      90.0      90.0
10000   275         49.899    24.936    22.971      90.0      90.0      90.0
8000    270         50.019    24.996    23.046      90.0      90.0      90.0
8000    255         49.958    24.967    23.013      90.0      90.0      90.0
12000   295         49.854    24.915    22.934      90.0      90.0      90.0
8000    260         49.982    24.977    23.025      90.0      90.0      90.0
9000    265         49.939    24.956    22.997      90.0      90.0      90.0
