194.32254 165.14186
196.59811 162.68162
206.88477 184.19333
209.12100 186.75901
214.35820 188.04028
219.44079 195.51120
221.99175 195.26165
224.41387 199.56492
227.09367 199.79054
232.65940 206.51189
235.21036 205.11010
237.90046 209.46735
240.10765 210.11050
242.81685 206.62478
245.41419 207.14966
247.96515 205.95736
250.71489 207.37321
252.35203 215.44280
254.15703 182.59527
256.75437 163.42721
259.37490 141.95430
261.73454 121.66654
264.12896 96.82686
266.72630 72.70415
269.22315 45.10067
271.06873 21.76433
273.47475 0.35240
271.95080 -0.71557
217.19904 197.11763
203.55527 196.46764
242.05157 251.17110
253.12505 252.16597
253.87874 269.13330
245.06634 283.09859
254.92231 300.22755
247.15348 320.31299
253.29898 343.61938
255.73398 344.42264
250.74802 344.18317
248.19706 346.06681
245.57653 367.78065
257.93708 372.11329
242.51538 387.41688
259.90828 400.39467
239.03680 409.50819
261.87948 430.65133
263.85067 461.68987
265.93782 494.06401
267.90902 528.16835
269.88021 565.44136
272.19927 599.54024
271.80793 616.78063
268.02497 623.80293
264.89425 621.87680
261.76352 622.02883
259.09661 621.96782
256.19779 622.11620
253.29898 621.23580
241.35585 637.76049
229.87653 636.25348
274.40237 642.87200
279.73619 711.18977
284.95406 774.62540
289.94003 843.53785
294.81004 918.19277
299.68006 970.13198
299.79601 990.43850
227.44153 463.26965
232.31154 443.17293
