  2000.0   265.0    47.027    20.141    21.023      90.0      90.0      90.0
  2000.0   270.0    47.038    20.152    21.027      90.0      90.0      90.0
  2000.0   260.0      47.0    20.134    21.013      90.0      90.0      90.0
  2000.0   255.0     46.99    20.128    21.001      90.0      90.0      90.0
  2000.0   250.0    46.973    20.116    20.996      90.0      90.0      90.0
  4000.0   250.0    46.772    20.032    20.797      90.0      90.0      90.0
  4000.0   265.0    46.806    20.054     20.82      90.0      90.0      90.0
  4000.0   270.0    46.849    20.058    20.818      90.0      90.0      90.0
  4000.0   255.0    46.782    20.036    20.805      90.0      90.0      90.0
  4000.0   260.0    46.803    20.045    20.812      90.0      90.0      90.0
  6000.0   265.0    46.608    19.969    20.672      90.0      90.0      90.0
  6000.0   275.0     46.66     19.98    20.676      90.0      90.0      90.0
  6000.0   270.0    46.625    19.975     20.67      90.0      90.0      90.0
  6000.0   260.0    46.595    19.973    20.648      90.0      90.0      90.0
  6000.0   255.0    46.584    19.951    20.655      90.0      90.0      90.0
  8000.0   270.0    46.413    19.882    20.559      90.0      90.0      90.0
  8000.0   255.0    46.382    19.861    20.539      90.0      90.0      90.0
  8000.0   275.0    46.423    19.892    20.566      90.0      90.0      90.0
  8000.0   260.0    46.399    19.866    20.544      90.0      90.0      90.0
  8000.0   265.0     46.41    19.873    20.551      90.0      90.0      90.0
